2019-06-10 01:31:16,262 | base_dataset.py | line 319:   68 |  77.5  87.0  89.1  148.8     171      15      27
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   69 |  68.0  85.8  79.2  137.3     160      28      56
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   70 |  59.8  78.8  76.0  148.1     188      35      84
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   71 |  57.9  81.3  71.3  197.5     243      85     111
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   72 |  62.8  81.5  77.1  216.7     266      56     102
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   73 |  70.9  83.3  85.1  173.3     208      29      44
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   74 |  78.1  89.6  87.2   52.0      58       4      13
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   75 |  70.8  82.1  86.2  177.3     216      19      50
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   76 |  67.0  80.5  83.3  150.5     187      30      45
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   77 |  15.3  79.6  19.2   32.6      41      25     319
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   78 |  58.2  85.3  68.3  206.3     242      60     165
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   79 |  17.4  79.2  21.9   55.4      70      37     461
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   80 |   9.4  73.8  12.8   13.3      18      12     234
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   81 |  53.4  84.8  63.0  125.5     148      29     145
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   82 |  60.5  86.8  69.7   59.9      69      14      46
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   83 |  12.5  61.0  20.5   24.4      40     109     201
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   84 |  32.2  79.0  40.7   17.4      22      18      46
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   85 |  54.9  82.9  66.2  123.5     149      41     111
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   86 |  47.3  76.1  62.2  143.9     189      92     138
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   87 |  40.1  74.0  54.1   45.9      62      22      83
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   88 |  18.4  77.2  23.9   16.2      21       7     127
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   89 |  50.3  73.6  68.3   81.0     110      33      69
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   90 |  48.9  77.7  63.0  111.8     144      48     121
