2019-06-10 01:20:05,106 | base_dataset.py | line 320:   78 |  58.7  83.9  70.0  206.4     246      50     161
2019-06-10 01:20:05,106 | base_dataset.py | line 320:   79 |  24.4  74.9  32.6   93.6     125     110     406
2019-06-10 01:20:05,106 | base_dataset.py | line 320:   80 |  20.8  72.5  28.7   43.5      60     106     192
2019-06-10 01:20:05,106 | base_dataset.py | line 320:   81 |  53.1  84.0  63.2  127.7     152      36     141
2019-06-10 01:20:05,107 | base_dataset.py | line 320:   82 |  62.5  82.6  75.7   69.4      84      23      31
2019-06-10 01:20:05,107 | base_dataset.py | line 320:   83 |  11.2  63.0  17.7   21.4      34     109     207
2019-06-10 01:20:05,107 | base_dataset.py | line 320:   84 |  32.6  74.3  43.9   18.6      25      21      43
2019-06-10 01:20:05,107 | base_dataset.py | line 320:   85 |  55.8  79.5  70.2  131.2     165      45      95
2019-06-10 01:20:05,107 | base_dataset.py | line 320:   86 |  44.0  74.2  59.3  128.3     173      83     154
2019-06-10 01:20:05,107 | base_dataset.py | line 320:   87 |  36.7  70.7  51.9   43.2      61      29      84
2019-06-10 01:20:05,107 | base_dataset.py | line 320:   88 |  44.4  78.0  56.9   60.9      78      48      70
2019-06-10 01:20:05,107 | base_dataset.py | line 320:   89 |  49.3  72.8  67.7   80.8     111      38      68
2019-06-10 01:20:05,107 | base_dataset.py | line 320:   90 |  48.0  76.7  62.6  110.4     144      51     121
2019-06-10 01:20:05,107 | base_dataset.py | line 320:   91 |  64.0  80.7  79.3  129.9     161      20      64
2019-06-10 01:20:05,107 | base_dataset.py | line 320:   92 |  49.0  82.4  59.5  445.6     541     269     468
2019-06-10 01:20:05,107 | base_dataset.py | line 320:   93 |  43.0  79.2  54.2  117.3     148      60     190
2019-06-10 01:20:05,107 | base_dataset.py | line 320:   94 |  50.4  85.2  59.1  387.8     455     222     407
2019-06-10 01:20:05,107 | base_dataset.py | line 320:   95 |  26.6  71.5  37.2   42.9      60      48     155
2019-06-10 01:20:05,107 | base_dataset.py | line 320:   96 |  20.0  72.3  27.7   47.0      65      81     258
2019-06-10 01:20:05,107 | base_dataset.py | line 320:   97 |  18.4  73.7  25.0   35.4      48      86     202
2019-06-10 01:20:05,107 | base_dataset.py | line 320:   98 |  46.2  83.2  55.5  268.6     323     222     295
2019-06-10 01:20:05,107 | base_dataset.py | line 320:   99 |  32.8  76.9  42.6   92.3     120      73     250
2019-06-10 01:20:05,107 | base_dataset.py | line 320:  100 |  29.5  85.3  34.6   52.0      61      58     173
2019-06-10 01:20:05,107 | base_dataset.py | line 320:  101 |  42.7  88.3  48.4   60.0      68      44     101
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  102 |  38.8  85.9  45.2  102.3     119     126     163
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  103 |  31.2  74.1  42.0   91.9     124     154     188
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  104 |  27.9  74.8  37.2   98.8     132     213     232
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  105 |  39.1  81.8  47.8   35.2      43      18      76
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  106 |  62.3  86.8  71.8  158.9     183      45      99
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  107 |  54.8  89.3  61.4  150.0     168      55     156
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  108 |  47.7  83.4  57.1  126.8     152      73     155
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  109 |  36.7  76.9  47.8  513.5     668     375    1084
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  110 |  54.6  84.3  64.8  117.2     139      43     108
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  111 |  39.3  75.1  52.3  119.3     159     109     181
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  112 |  56.9  83.3  68.3   79.2      95      23      65
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  113 |  33.9  74.6  45.5  196.1     263     199     431
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  114 |  70.7  86.8  81.5  116.4     134      16      45
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  115 |  67.6  87.7  77.0  178.1     203      37      84
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  116 |  61.2  83.2  73.5  130.7     157      42      71
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  117 |  67.8  85.8  79.0   67.8      79      15      27
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  118 |  36.7  74.0  49.6   88.1     119      81     161
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  119 |  50.3  85.0  59.2   79.0      93      68      60
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  120 |  40.9  81.1  50.4   95.7     118      89     143
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  121 |  65.0  86.9  74.7   32.2      37       8      17
2019-06-10 01:20:05,108 | base_dataset.py | line 320:  122 |  51.1  82.7  61.8   59.6      72      20      69
2019-06-10 01:20:05,109 | base_dataset.py | line 320:  123 |  54.4  88.3  61.5    3.5       4       0       5
2019-06-10 01:20:05,109 | base_dataset.py | line 320:  124 |  53.6  81.3  66.0  109.7     135      49      90
2019-06-10 01:20:05,109 | base_dataset.py | line 320:  125 |  66.5  89.1  74.7   74.8      84      15      42
2019-06-10 01:20:05,109 | base_dataset.py | line 320:  126 |  23.9  74.2  32.2  213.7     288     372     840
2019-06-10 01:20:05,109 | base_dataset.py | line 320:  127 |  63.9  84.2  75.9  161.7     192      47      75
2019-06-10 01:20:05,109 | base_dataset.py | line 320:  128 |  51.2  82.0  62.4  132.9     162      88     107
2019-06-10 01:20:05,109 | base_dataset.py | line 320:  129 |  39.8  75.3  52.8   10.5      14       4      21
2019-06-10 01:20:05,109 | base_dataset.py | line 320:  130 |  60.1  83.2  72.3  104.0     125      31      65
2019-06-10 01:20:05,109 | base_dataset.py | line 320:  131 |   0.0   0.0   0.0    0.0       0       3      11
2019-06-10 01:20:05,109 | base_dataset.py | line 320:  132 |  26.0  68.9  37.6   11.0      16      12      41

